order_id,customer_id,product_name,category,quantity,price
139,919,Phone,Electronics,2,216.17
140,282,Tablet,Electronics,2,1015.15
141,201,Laptop,Electronics,1,1872.13
142,20,Laptop,Electronics,3,1622.86
143,22,Keyboard,Accessories,3,1981.92
144,360,Laptop,Electronics,4,912.3
145,689,Phone,Electronics,4,1047.88
146,438,Phone,Electronics,3,857.31
147,157,Phone,Electronics,5,1213.63
148,223,Phone,Electronics,4,402.25
149,430,Keyboard,Accessories,2,771.74
150,460,Keyboard,Accessories,2,810.9
151,770,Tablet,Electronics,1,801.43
152,388,Laptop,Electronics,5,1487.76
153,314,Tablet,Electronics,3,1204.27
154,310,Headphones,Accessories,3,191.28
155,479,Tablet,Electronics,3,652.45
156,111,Monitor,Electronics,5,1284.52
157,511,Phone,Electronics,2,1611.84
158,214,Laptop,Electronics,3,1250.02
159,847,Keyboard,Accessories,2,1719.33
160,618,Monitor,Electronics,4,154.59
161,198,Tablet,Electronics,4,987.83
162,906,Keyboard,Accessories,3,536.91
163,925,Laptop,Electronics,4,625.07
164,663,Monitor,Electronics,3,1064.8
165,462,Headphones,Accessories,5,416.14
166,994,Tablet,Electronics,1,1787.65
167,931,Tablet,Electronics,5,1052.55
168,178,Phone,Electronics,3,123.31
169,690,Phone,Electronics,5,1270.45
170,103,Tablet,Electronics,1,353.34
171,506,Phone,Electronics,5,1234.92
172,727,Phone,Electronics,2,1229.9
173,192,Headphones,Accessories,5,307.07
174,445,Headphones,Accessories,5,261.53
175,699,Headphones,Accessories,1,510.17
176,935,Keyboard,Accessories,1,1354.86
177,791,Monitor,Electronics,1,463.91
178,249,Keyboard,Accessories,4,1915.23
179,618,Monitor,Electronics,5,1118.81
180,682,Monitor,Electronics,4,1498.26
181,451,Laptop,Electronics,3,988.36
182,588,Keyboard,Accessories,1,1898.45
183,500,Phone,Electronics,5,1751.07
184,861,Laptop,Electronics,1,1046.15
185,6,Laptop,Electronics,5,964.07
186,620,Headphones,Accessories,3,1856.67
187,847,Keyboard,Accessories,3,876.13
188,21,Keyboard,Accessories,1,367.0
189,460,Phone,Electronics,1,1015.95
190,703,Tablet,Electronics,1,331.22
191,502,Monitor,Electronics,5,477.29
192,723,Tablet,Electronics,1,499.37
193,865,Phone,Electronics,2,1016.95
194,917,Laptop,Electronics,2,480.54
195,514,Laptop,Electronics,4,1892.64
196,847,Tablet,Electronics,4,731.48
197,282,Headphones,Accessories,1,1990.44
198,3,Keyboard,Accessories,2,213.69
199,338,Laptop,Electronics,3,659.43
200,642,Monitor,Electronics,5,589.85
201,418,Keyboard,Accessories,2,997.94
202,54,Tablet,Electronics,1,891.25
203,716,Phone,Electronics,5,953.37
204,554,Keyboard,Accessories,4,1100.14
205,470,Laptop,Electronics,4,1029.99
206,204,Phone,Electronics,5,1745.71
207,840,Laptop,Electronics,3,1245.82
208,865,Headphones,Accessories,1,1962.62
209,471,Headphones,Accessories,1,750.41
210,707,Monitor,Electronics,5,995.56
211,379,Headphones,Accessories,3,414.37
212,142,Headphones,Accessories,3,1245.46
213,789,Headphones,Accessories,2,200.04
214,438,Phone,Electronics,2,1519.67
215,623,Keyboard,Accessories,2,1680.26
216,971,Phone,Electronics,5,854.29
217,712,Headphones,Accessories,1,945.91
218,991,Headphones,Accessories,5,170.97
219,350,Laptop,Electronics,4,658.22
220,978,Tablet,Electronics,1,330.84
221,314,Tablet,Electronics,4,998.55
222,505,Monitor,Electronics,3,742.7
223,599,Keyboard,Accessories,4,500.47
224,845,Headphones,Accessories,3,796.0
225,46,Headphones,Accessories,5,413.51
226,715,Tablet,Electronics,1,1252.14
227,130,Laptop,Electronics,2,1216.54
228,696,Keyboard,Accessories,1,1948.87
229,767,Laptop,Electronics,3,810.03
230,677,Headphones,Accessories,2,100.94
231,293,Keyboard,Accessories,5,1131.96
232,498,Headphones,Accessories,3,807.64
233,387,Monitor,Electronics,5,1341.26
234,844,Monitor,Electronics,2,1528.79
235,309,Keyboard,Accessories,1,330.44
236,750,Laptop,Electronics,4,1367.12
237,521,Phone,Electronics,2,267.15
238,815,Tablet,Electronics,5,602.64
239,666,Laptop,Electronics,2,1102.28
240,488,Monitor,Electronics,1,428.46
241,964,Tablet,Electronics,1,1094.54
242,536,Tablet,Electronics,3,674.81
243,717,Headphones,Accessories,3,778.12
244,476,Monitor,Electronics,5,1039.44
245,759,Laptop,Electronics,3,1297.63
246,604,Laptop,Electronics,2,1171.8
247,462,Phone,Electronics,2,746.95
248,792,Headphones,Accessories,5,1582.99
249,107,Phone,Electronics,4,1062.01
250,82,Laptop,Electronics,3,991.98
251,691,Laptop,Electronics,5,1153.59
252,458,Monitor,Electronics,3,451.61
253,520,Headphones,Accessories,4,787.12
254,60,Headphones,Accessories,3,1090.55
255,494,Tablet,Electronics,3,106.93
256,97,Tablet,Electronics,3,1560.1
257,259,Monitor,Electronics,2,1807.89
258,731,Tablet,Electronics,2,1950.34
259,897,Laptop,Electronics,4,151.3
260,877,Laptop,Electronics,2,593.62
261,288,Headphones,Accessories,4,1945.19
262,655,Laptop,Electronics,1,506.51
263,780,Headphones,Accessories,4,1760.26
264,334,Monitor,Electronics,4,164.36
265,547,Monitor,Electronics,2,333.44
266,324,Phone,Electronics,1,1436.06
267,571,Keyboard,Accessories,3,1719.26
268,49,Keyboard,Accessories,4,771.65
269,253,Keyboard,Accessories,4,1237.68
270,216,Tablet,Electronics,3,144.78
271,917,Phone,Electronics,1,924.58
272,78,Headphones,Accessories,4,224.41
273,186,Keyboard,Accessories,3,1615.43
274,790,Laptop,Electronics,2,1409.21
275,337,Tablet,Electronics,3,213.39
276,731,Headphones,Accessories,4,700.59
277,347,Keyboard,Accessories,4,176.51
278,597,Monitor,Electronics,3,960.66
279,547,Keyboard,Accessories,2,449.91
280,883,Tablet,Electronics,5,1286.36
281,342,Monitor,Electronics,4,1246.45
282,324,Laptop,Electronics,1,1637.34
283,231,Keyboard,Accessories,2,1457.24
284,578,Headphones,Accessories,1,1145.58
285,492,Laptop,Electronics,3,1824.04
286,309,Monitor,Electronics,5,1288.2
287,260,Phone,Electronics,5,1202.39
288,955,Tablet,Electronics,1,1820.34
289,521,Phone,Electronics,3,1992.83
290,912,Laptop,Electronics,4,715.76
291,960,Headphones,Accessories,3,1599.39
292,716,Phone,Electronics,4,1379.27
293,959,Keyboard,Accessories,1,997.72
294,574,Keyboard,Accessories,4,821.47
295,190,Laptop,Electronics,4,1471.36
296,917,Headphones,Accessories,2,1449.26
297,585,Phone,Electronics,4,1765.55
298,725,Tablet,Electronics,2,498.38
299,845,Monitor,Electronics,4,272.54
300,675,Laptop,Electronics,5,1017.06
301,302,Laptop,Electronics,2,249.82
302,959,Phone,Electronics,2,1030.04
303,739,Monitor,Electronics,5,684.78
304,63,Phone,Electronics,1,1667.51
305,291,Keyboard,Accessories,5,1431.43
306,281,Tablet,Electronics,1,1160.43
307,877,Tablet,Electronics,5,841.17
308,557,Phone,Electronics,1,1191.71
309,599,Phone,Electronics,1,1050.59
310,33,Phone,Electronics,2,235.27
311,557,Monitor,Electronics,1,1311.59
312,260,Keyboard,Accessories,2,1956.82
313,895,Keyboard,Accessories,3,1956.36
314,59,Keyboard,Accessories,4,148.82
315,873,Tablet,Electronics,1,1854.32
316,619,Monitor,Electronics,1,448.38
317,125,Monitor,Electronics,3,1776.36
318,998,Tablet,Electronics,5,1168.58
319,810,Phone,Electronics,4,777.48
320,321,Phone,Electronics,2,811.32
321,366,Headphones,Accessories,3,1482.41
322,600,Phone,Electronics,3,1849.51
323,83,Tablet,Electronics,3,1506.43
324,617,Headphones,Accessories,4,300.52
325,636,Keyboard,Accessories,2,751.64
326,432,Keyboard,Accessories,1,1019.65
327,834,Phone,Electronics,3,1555.95
328,988,Headphones,Accessories,1,570.77
329,821,Tablet,Electronics,1,1046.14
330,386,Monitor,Electronics,3,243.16
331,445,Phone,Electronics,5,1140.37
332,399,Tablet,Electronics,2,1079.28
333,509,Monitor,Electronics,3,994.91
334,232,Keyboard,Accessories,3,248.59
335,307,Tablet,Electronics,1,554.73
336,313,Keyboard,Accessories,1,1288.56
337,709,Tablet,Electronics,4,1171.02
338,111,Keyboard,Accessories,5,1771.22
339,977,Tablet,Electronics,5,713.08
340,125,Monitor,Electronics,1,1034.38
341,875,Tablet,Electronics,2,866.79
342,994,Headphones,Accessories,4,1273.54
343,186,Tablet,Electronics,4,834.93
344,179,Laptop,Electronics,1,741.0
345,967,Monitor,Electronics,4,1987.51
346,818,Laptop,Electronics,5,751.53
347,821,Keyboard,Accessories,1,476.74
348,115,Laptop,Electronics,1,104.3
349,268,Laptop,Electronics,4,1911.59
350,725,Laptop,Electronics,3,616.22
351,441,Monitor,Electronics,4,1814.71
352,525,Phone,Electronics,3,698.6
353,738,Keyboard,Accessories,5,337.8
354,184,Tablet,Electronics,2,1529.27
355,486,Keyboard,Accessories,2,615.98
356,360,Keyboard,Accessories,1,1710.7
357,71,Headphones,Accessories,5,1167.24
358,329,Phone,Electronics,2,442.8
359,314,Tablet,Electronics,4,956.04
360,333,Laptop,Electronics,4,1585.48
361,17,Monitor,Electronics,3,1218.0
362,622,Phone,Electronics,3,608.41
363,68,Keyboard,Accessories,4,153.05
364,875,Monitor,Electronics,4,1699.81
365,447,Tablet,Electronics,3,193.97
366,876,Headphones,Accessories,1,729.6
367,906,Headphones,Accessories,4,692.94
368,906,Tablet,Electronics,5,793.06
369,947,Headphones,Accessories,5,233.26
370,825,Phone,Electronics,3,133.63
371,384,Phone,Electronics,1,503.52
372,297,Keyboard,Accessories,1,1558.83
373,794,Phone,Electronics,1,1944.4
374,687,Tablet,Electronics,5,112.19
375,927,Keyboard,Accessories,2,1119.92
376,707,Phone,Electronics,4,423.44
377,357,Laptop,Electronics,2,732.66
378,463,Keyboard,Accessories,3,646.62
379,478,Phone,Electronics,1,1112.33
380,430,Keyboard,Accessories,3,1808.19
381,673,Headphones,Accessories,5,989.41
382,873,Tablet,Electronics,1,1154.65
383,633,Headphones,Accessories,3,1326.35
384,455,Monitor,Electronics,3,859.68
385,649,Phone,Electronics,1,836.11
386,294,Headphones,Accessories,3,907.38
387,191,Laptop,Electronics,4,1307.85
388,692,Keyboard,Accessories,1,326.03
389,876,Monitor,Electronics,3,1178.11
390,388,Monitor,Electronics,2,1351.14
391,395,Tablet,Electronics,4,729.91
392,357,Keyboard,Accessories,3,1070.44
393,587,Tablet,Electronics,4,1982.74
394,240,Monitor,Electronics,5,421.92
395,668,Headphones,Accessories,4,820.45
396,718,Monitor,Electronics,2,1154.4
397,605,Keyboard,Accessories,5,1058.41
398,491,Monitor,Electronics,3,735.96
399,249,Tablet,Electronics,2,1956.88
400,643,Phone,Electronics,5,937.07
401,530,Tablet,Electronics,2,1945.53
402,636,Headphones,Accessories,1,113.54
403,164,Laptop,Electronics,3,557.13
404,765,Tablet,Electronics,5,350.34
405,912,Headphones,Accessories,5,1567.69
406,906,Headphones,Accessories,1,977.74
407,4,Monitor,Electronics,5,1691.89
408,468,Headphones,Accessories,4,815.44
409,274,Laptop,Electronics,2,271.33
410,594,Laptop,Electronics,1,1065.17
411,835,Monitor,Electronics,1,508.68
412,714,Phone,Electronics,4,291.51
413,194,Headphones,Accessories,5,871.99
414,945,Laptop,Electronics,1,716.24
415,283,Monitor,Electronics,5,325.18
416,139,Phone,Electronics,2,1285.71
417,444,Tablet,Electronics,4,1774.43
418,99,Monitor,Electronics,3,262.36
419,600,Keyboard,Accessories,5,1582.65
420,665,Laptop,Electronics,5,1186.77
421,562,Keyboard,Accessories,1,554.9
422,877,Monitor,Electronics,4,1317.12
423,300,Keyboard,Accessories,2,401.08
424,159,Laptop,Electronics,3,896.62
425,763,Tablet,Electronics,1,1703.82
426,120,Tablet,Electronics,2,1163.75
427,180,Keyboard,Accessories,3,152.16
428,841,Laptop,Electronics,2,1317.6
429,522,Keyboard,Accessories,3,1773.35
430,507,Headphones,Accessories,5,1709.69
431,439,Headphones,Accessories,5,1240.5
432,944,Monitor,Electronics,3,1426.44
433,106,Headphones,Accessories,2,640.04
434,805,Phone,Electronics,1,1515.86
435,989,Monitor,Electronics,1,863.92
436,509,Phone,Electronics,4,1601.25
437,984,Headphones,Accessories,1,1837.9
438,146,Tablet,Electronics,2,1073.56
439,92,Keyboard,Accessories,2,328.1
440,154,Monitor,Electronics,1,534.9
441,543,Keyboard,Accessories,2,1417.85
442,192,Headphones,Accessories,2,315.5
443,461,Tablet,Electronics,5,878.2
444,885,Laptop,Electronics,3,1259.99
445,858,Headphones,Accessories,2,1062.24
446,901,Keyboard,Accessories,4,1971.0
447,176,Keyboard,Accessories,4,108.76
448,907,Monitor,Electronics,2,163.75
449,771,Tablet,Electronics,3,189.15
450,589,Monitor,Electronics,4,180.12
451,409,Tablet,Electronics,1,761.6
452,31,Phone,Electronics,2,595.83
453,800,Tablet,Electronics,4,373.94
454,519,Phone,Electronics,3,1407.13
455,739,Monitor,Electronics,1,1097.35
456,117,Phone,Electronics,4,518.44
457,380,Laptop,Electronics,4,1758.64
458,872,Phone,Electronics,3,1592.15
459,242,Tablet,Electronics,5,836.71
460,412,Tablet,Electronics,5,729.8
461,48,Laptop,Electronics,2,1748.12
462,244,Tablet,Electronics,5,136.6
463,195,Keyboard,Accessories,1,842.47
464,162,Monitor,Electronics,1,1472.14
465,616,Headphones,Accessories,1,1098.89
466,494,Tablet,Electronics,5,1458.25
467,522,Phone,Electronics,1,718.84
468,382,Tablet,Electronics,5,1517.1
469,846,Keyboard,Accessories,2,838.21
470,291,Tablet,Electronics,1,1222.84
471,993,Phone,Electronics,1,617.09
472,118,Phone,Electronics,5,190.51
473,65,Keyboard,Accessories,2,1330.53
474,546,Phone,Electronics,1,1447.93
475,429,Headphones,Accessories,1,356.24
476,64,Laptop,Electronics,1,1707.11
477,454,Phone,Electronics,5,850.91
478,310,Monitor,Electronics,1,1861.67
479,95,Keyboard,Accessories,3,548.8
480,987,Monitor,Electronics,1,1184.84
481,677,Phone,Electronics,3,1558.7
482,795,Phone,Electronics,4,1462.62
483,170,Keyboard,Accessories,3,539.17
484,994,Headphones,Accessories,1,475.4
485,615,Headphones,Accessories,5,184.45
486,695,Laptop,Electronics,3,1001.04
487,958,Tablet,Electronics,4,1987.79
488,201,Keyboard,Accessories,5,1823.32
489,993,Phone,Electronics,3,107.73
490,721,Phone,Electronics,1,1252.44
491,337,Phone,Electronics,2,1223.43
492,855,Laptop,Electronics,1,1809.61
493,827,Phone,Electronics,1,1742.35
494,609,Laptop,Electronics,5,1223.82
495,291,Monitor,Electronics,2,1939.72
496,697,Keyboard,Accessories,2,363.3
497,396,Keyboard,Accessories,1,1397.75
498,59,Headphones,Accessories,4,319.21
499,251,Keyboard,Accessories,3,1602.54
500,745,Keyboard,Accessories,5,1615.33
501,823,Monitor,Electronics,5,1072.96
502,34,Headphones,Accessories,1,1398.08
503,584,Laptop,Electronics,3,374.35
504,721,Headphones,Accessories,4,991.2
505,515,Monitor,Electronics,4,337.25
506,433,Monitor,Electronics,4,890.4
507,220,Monitor,Electronics,1,1956.03
508,148,Headphones,Accessories,5,1683.31
509,3,Phone,Electronics,1,827.81
510,823,Headphones,Accessories,4,562.21
511,484,Monitor,Electronics,4,454.37
512,545,Phone,Electronics,5,1780.54
513,953,Phone,Electronics,4,1794.68
514,514,Monitor,Electronics,2,480.4
515,393,Monitor,Electronics,1,555.37
516,716,Monitor,Electronics,5,1948.25
517,104,Tablet,Electronics,5,1371.5
518,356,Phone,Electronics,4,1039.87
519,94,Keyboard,Accessories,2,1129.75
520,293,Phone,Electronics,4,614.45
521,659,Headphones,Accessories,2,337.1
522,79,Headphones,Accessories,3,961.0
523,289,Monitor,Electronics,1,378.39
524,478,Phone,Electronics,1,1153.36
525,940,Laptop,Electronics,1,1810.13
526,970,Headphones,Accessories,3,1515.76
527,839,Phone,Electronics,2,981.82
528,720,Keyboard,Accessories,4,724.9
529,567,Tablet,Electronics,3,1696.38
530,789,Laptop,Electronics,4,716.81
531,309,Keyboard,Accessories,4,638.91
532,606,Keyboard,Accessories,2,1403.32
533,455,Headphones,Accessories,5,870.08
534,690,Headphones,Accessories,5,1837.62
535,279,Tablet,Electronics,4,274.68
536,217,Phone,Electronics,2,1871.34
537,595,Tablet,Electronics,1,310.47
538,246,Monitor,Electronics,2,208.07
539,153,Keyboard,Accessories,3,531.09
540,215,Phone,Electronics,2,1429.93
541,816,Laptop,Electronics,5,893.2
542,395,Phone,Electronics,5,1309.53
543,398,Phone,Electronics,4,1498.93
544,237,Keyboard,Accessories,2,1323.94
545,597,Laptop,Electronics,3,760.92
546,975,Keyboard,Accessories,4,1084.76
547,974,Headphones,Accessories,1,239.86
548,621,Headphones,Accessories,5,194.2
549,130,Tablet,Electronics,4,1694.07
550,6,Phone,Electronics,3,1792.11
551,990,Tablet,Electronics,3,1197.48
552,60,Phone,Electronics,4,1277.17
553,65,Phone,Electronics,1,1139.42
554,518,Tablet,Electronics,2,1372.4
555,188,Keyboard,Accessories,4,1532.19
556,573,Laptop,Electronics,2,808.78
557,676,Monitor,Electronics,5,1972.65
558,913,Monitor,Electronics,5,957.14
559,263,Laptop,Electronics,4,196.69
560,65,Phone,Electronics,3,785.82
561,445,Monitor,Electronics,1,769.31
562,128,Laptop,Electronics,5,380.4
563,754,Laptop,Electronics,4,701.15
564,311,Laptop,Electronics,5,926.05
565,801,Monitor,Electronics,3,1739.99
566,255,Keyboard,Accessories,5,657.7
567,38,Laptop,Electronics,2,692.24
568,106,Tablet,Electronics,2,1763.91
569,604,Tablet,Electronics,3,134.18
570,874,Tablet,Electronics,1,498.98
571,386,Tablet,Electronics,1,1179.28
572,105,Monitor,Electronics,5,1147.9
573,907,Keyboard,Accessories,1,1892.28
574,829,Headphones,Accessories,4,941.26
575,933,Headphones,Accessories,2,1965.53
576,31,Monitor,Electronics,4,291.35
577,980,Tablet,Electronics,2,266.5
578,511,Headphones,Accessories,2,1278.74
579,120,Laptop,Electronics,4,341.78
580,489,Keyboard,Accessories,1,1002.33
581,354,Tablet,Electronics,1,1975.41
582,821,Headphones,Accessories,5,116.14
583,965,Laptop,Electronics,5,1636.88
584,607,Laptop,Electronics,5,731.82
585,726,Phone,Electronics,2,1871.59
586,211,Phone,Electronics,5,1668.7
587,489,Phone,Electronics,4,953.15
588,183,Keyboard,Accessories,4,1863.21
589,888,Phone,Electronics,5,275.61
590,585,Laptop,Electronics,2,581.6
591,251,Phone,Electronics,2,1085.93
592,339,Monitor,Electronics,3,1549.78
593,916,Keyboard,Accessories,1,1314.25
594,345,Headphones,Accessories,5,353.28
595,795,Tablet,Electronics,3,1017.07
596,107,Tablet,Electronics,4,901.45
597,802,Keyboard,Accessories,3,341.33
598,306,Keyboard,Accessories,1,908.84
599,346,Monitor,Electronics,3,1867.06
600,863,Phone,Electronics,3,1984.73
601,434,Headphones,Accessories,5,733.14
602,977,Phone,Electronics,2,1796.59
603,345,Laptop,Electronics,4,1041.5
604,614,Headphones,Accessories,3,504.18
605,448,Tablet,Electronics,1,478.34
606,984,Tablet,Electronics,4,1041.77
607,375,Laptop,Electronics,4,1437.69
608,991,Monitor,Electronics,5,1318.03
609,776,Headphones,Accessories,5,837.95
610,831,Tablet,Electronics,3,1616.75
611,599,Monitor,Electronics,4,1445.86
612,151,Phone,Electronics,2,1741.69
613,558,Tablet,Electronics,5,1473.06
614,107,Laptop,Electronics,2,188.47
615,408,Headphones,Accessories,1,115.42
616,566,Phone,Electronics,5,493.04
617,703,Keyboard,Accessories,1,1073.74
618,378,Monitor,Electronics,1,1524.5
619,901,Monitor,Electronics,1,1728.99
620,718,Monitor,Electronics,1,568.04
621,708,Tablet,Electronics,5,1216.38
622,219,Phone,Electronics,4,1929.6
623,703,Phone,Electronics,1,301.9
624,258,Tablet,Electronics,1,1841.88
625,682,Tablet,Electronics,3,710.3
626,235,Headphones,Accessories,3,1034.36
627,929,Tablet,Electronics,3,579.87
628,375,Tablet,Electronics,3,1026.71
629,794,Headphones,Accessories,4,1821.26
630,820,Laptop,Electronics,4,1565.12
631,128,Headphones,Accessories,3,1150.59
632,681,Headphones,Accessories,4,1800.72
633,571,Keyboard,Accessories,5,1393.78
634,606,Keyboard,Accessories,2,1110.11
635,625,Headphones,Accessories,1,1789.43
636,19,Laptop,Electronics,2,705.18
637,202,Headphones,Accessories,4,797.92
638,27,Tablet,Electronics,3,776.3
639,610,Phone,Electronics,4,771.22
640,757,Tablet,Electronics,5,1733.91
641,422,Keyboard,Accessories,1,190.62
642,568,Monitor,Electronics,2,860.81
643,505,Laptop,Electronics,3,293.65
644,151,Monitor,Electronics,4,1265.51
645,65,Headphones,Accessories,2,974.21
646,555,Phone,Electronics,3,1201.28
647,489,Tablet,Electronics,5,828.9
648,595,Tablet,Electronics,4,1972.77
649,693,Tablet,Electronics,1,251.36
650,183,Keyboard,Accessories,1,408.65
651,320,Headphones,Accessories,4,1274.39
652,839,Headphones,Accessories,1,880.98
653,143,Laptop,Electronics,2,436.16
654,277,Keyboard,Accessories,4,1185.58
655,382,Headphones,Accessories,5,704.74
656,679,Phone,Electronics,1,1821.13
657,720,Monitor,Electronics,4,1526.53
658,119,Keyboard,Accessories,3,653.77
659,858,Tablet,Electronics,2,995.9
660,124,Tablet,Electronics,5,1586.22
661,146,Headphones,Accessories,5,803.87
662,190,Tablet,Electronics,1,1593.53
663,810,Phone,Electronics,3,739.36
664,148,Headphones,Accessories,2,865.74
665,684,Tablet,Electronics,5,1555.63
666,521,Laptop,Electronics,2,1574.43
667,996,Laptop,Electronics,4,1304.69
668,666,Tablet,Electronics,2,379.62
669,108,Tablet,Electronics,1,1218.29
670,278,Tablet,Electronics,1,1909.2
671,636,Headphones,Accessories,3,889.35
672,752,Phone,Electronics,5,1481.15
673,841,Headphones,Accessories,2,1899.88
674,351,Tablet,Electronics,4,198.37
675,729,Tablet,Electronics,3,1310.2
676,873,Keyboard,Accessories,4,837.37
677,187,Laptop,Electronics,3,731.57
678,908,Tablet,Electronics,3,1125.23
679,372,Keyboard,Accessories,3,952.44
680,387,Keyboard,Accessories,5,959.31
681,945,Phone,Electronics,3,267.62
