customer_id,customer_name,country
103,Customer_103,Australia
104,Customer_104,UK
105,Customer_105,Germany
106,Customer_106,Australia
107,Customer_107,Canada
108,Customer_108,India
109,Customer_109,USA
110,Customer_110,USA
111,Customer_111,Germany
112,Customer_112,USA
113,Customer_113,UK
114,Customer_114,USA
115,Customer_115,USA
116,Customer_116,USA
117,Customer_117,USA
118,Customer_118,Germany
119,Customer_119,USA
120,Customer_120,Canada
121,Customer_121,Germany
122,Customer_122,Germany
123,Customer_123,UK
124,Customer_124,USA
125,Customer_125,Germany
126,Customer_126,Canada
127,Customer_127,UK
128,Customer_128,Canada
129,Customer_129,India
130,Customer_130,India
131,Customer_131,Australia
132,Customer_132,Germany
133,Customer_133,Australia
134,Customer_134,Australia
135,Customer_135,Canada
136,Customer_136,USA
137,Customer_137,Canada
138,Customer_138,Germany
139,Customer_139,India
140,Customer_140,Canada
141,Customer_141,USA
142,Customer_142,Germany
143,Customer_143,Germany
144,Customer_144,Germany
145,Customer_145,UK
146,Customer_146,India
147,Customer_147,Canada
148,Customer_148,Australia
149,Customer_149,Canada
150,Customer_150,India
151,Customer_151,Canada
152,Customer_152,India
153,Customer_153,USA
154,Customer_154,India
155,Customer_155,Germany
156,Customer_156,Australia
157,Customer_157,Canada
158,Customer_158,Germany
159,Customer_159,USA
160,Customer_160,Germany
161,Customer_161,USA
162,Customer_162,USA
163,Customer_163,Australia
164,Customer_164,UK
165,Customer_165,USA
166,Customer_166,Australia
167,Customer_167,India
168,Customer_168,Australia
169,Customer_169,Canada
170,Customer_170,Australia
171,Customer_171,Australia
172,Customer_172,Canada
173,Customer_173,India
174,Customer_174,UK
175,Customer_175,India
176,Customer_176,Australia
177,Customer_177,USA
178,Customer_178,Canada
179,Customer_179,Germany
180,Customer_180,USA
181,Customer_181,Canada
182,Customer_182,UK
183,Customer_183,UK
184,Customer_184,UK
185,Customer_185,USA
186,Customer_186,Germany
187,Customer_187,USA
188,Customer_188,India
189,Customer_189,India
190,Customer_190,Germany
191,Customer_191,India
192,Customer_192,UK
193,Customer_193,UK
194,Customer_194,Australia
195,Customer_195,Canada
196,Customer_196,Australia
197,Customer_197,Australia
198,Customer_198,India
199,Customer_199,UK
200,Customer_200,UK
201,Customer_201,Germany
202,Customer_202,UK
203,Customer_203,India
204,Customer_204,UK
205,Customer_205,USA
206,Customer_206,India
207,Customer_207,Germany
208,Customer_208,India
209,Customer_209,UK
210,Customer_210,Germany
211,Customer_211,Germany
212,Customer_212,Australia
213,Customer_213,Canada
214,Customer_214,India
215,Customer_215,India
216,Customer_216,Australia
217,Customer_217,Australia
218,Customer_218,UK
219,Customer_219,UK
220,Customer_220,UK
221,Customer_221,India
222,Customer_222,Canada
223,Customer_223,USA
224,Customer_224,Australia
225,Customer_225,India
226,Customer_226,USA
227,Customer_227,Canada
228,Customer_228,Canada
229,Customer_229,India
230,Customer_230,Canada
231,Customer_231,India
232,Customer_232,Australia
233,Customer_233,India
234,Customer_234,Australia
235,Customer_235,India
236,Customer_236,Australia
237,Customer_237,India
238,Customer_238,Australia
239,Customer_239,USA
240,Customer_240,UK
241,Customer_241,Australia
242,Customer_242,UK
243,Customer_243,Germany
244,Customer_244,Canada
245,Customer_245,UK
246,Customer_246,Germany
247,Customer_247,Germany
248,Customer_248,USA
249,Customer_249,India
250,Customer_250,USA
251,Customer_251,Canada
252,Customer_252,Canada
253,Customer_253,Australia
254,Customer_254,Australia
255,Customer_255,Australia
256,Customer_256,Australia
257,Customer_257,USA
258,Customer_258,UK
259,Customer_259,USA
260,Customer_260,UK
261,Customer_261,UK
262,Customer_262,Canada
263,Customer_263,Germany
264,Customer_264,USA
265,Customer_265,USA
266,Customer_266,India
267,Customer_267,Canada
268,Customer_268,Canada
269,Customer_269,UK
270,Customer_270,Australia
271,Customer_271,Australia
272,Customer_272,Germany
273,Customer_273,USA
274,Customer_274,Australia
275,Customer_275,UK
276,Customer_276,USA
277,Customer_277,Australia
278,Customer_278,Germany
279,Customer_279,Germany
280,Customer_280,UK
281,Customer_281,India
282,Customer_282,USA
283,Customer_283,India
284,Customer_284,India
285,Customer_285,USA
286,Customer_286,UK
287,Customer_287,India
288,Customer_288,Australia
289,Customer_289,USA
290,Customer_290,Australia
291,Customer_291,India
292,Customer_292,USA
293,Customer_293,India
294,Customer_294,India
295,Customer_295,Australia
296,Customer_296,India
297,Customer_297,Canada
298,Customer_298,USA
299,Customer_299,Germany
300,Customer_300,Australia
301,Customer_301,UK
302,Customer_302,India
303,Customer_303,USA
304,Customer_304,UK
305,Customer_305,USA
306,Customer_306,Germany
307,Customer_307,Australia
308,Customer_308,USA
309,Customer_309,UK
310,Customer_310,India
311,Customer_311,India
312,Customer_312,UK
313,Customer_313,Australia
314,Customer_314,UK
315,Customer_315,Germany
316,Customer_316,Australia
317,Customer_317,USA
318,Customer_318,Canada
319,Customer_319,UK
320,Customer_320,USA
321,Customer_321,UK
322,Customer_322,UK
323,Customer_323,UK
324,Customer_324,India
325,Customer_325,Australia
326,Customer_326,UK
327,Customer_327,Australia
328,Customer_328,Australia
329,Customer_329,Canada
330,Customer_330,India
331,Customer_331,Canada
332,Customer_332,Australia
333,Customer_333,Germany
334,Customer_334,India
335,Customer_335,Australia
336,Customer_336,Germany
337,Customer_337,UK
338,Customer_338,USA
339,Customer_339,India
340,Customer_340,India
341,Customer_341,UK
342,Customer_342,USA
343,Customer_343,Germany
344,Customer_344,India
345,Customer_345,Canada
346,Customer_346,UK
347,Customer_347,India
348,Customer_348,UK
349,Customer_349,Australia
350,Customer_350,USA
351,Customer_351,India
352,Customer_352,Canada
353,Customer_353,Canada
354,Customer_354,UK
355,Customer_355,USA
356,Customer_356,USA
357,Customer_357,Australia
358,Customer_358,Germany
359,Customer_359,Canada
360,Customer_360,Australia
361,Customer_361,Australia
362,Customer_362,Australia
363,Customer_363,Canada
364,Customer_364,Australia
365,Customer_365,Canada
366,Customer_366,India
367,Customer_367,USA
368,Customer_368,Australia
369,Customer_369,Canada
370,Customer_370,Canada
371,Customer_371,Australia
372,Customer_372,UK
373,Customer_373,UK
374,Customer_374,Canada
375,Customer_375,Germany
376,Customer_376,Canada
377,Customer_377,India
378,Customer_378,USA
379,Customer_379,Canada
380,Customer_380,Australia
381,Customer_381,USA
382,Customer_382,USA
383,Customer_383,India
384,Customer_384,India
385,Customer_385,Canada
386,Customer_386,Germany
387,Customer_387,USA
388,Customer_388,UK
389,Customer_389,USA
390,Customer_390,Australia
391,Customer_391,Germany
392,Customer_392,India
393,Customer_393,Australia
394,Customer_394,Canada
395,Customer_395,UK
396,Customer_396,Australia
397,Customer_397,India
398,Customer_398,Canada
399,Customer_399,India
400,Customer_400,India
401,Customer_401,Canada
402,Customer_402,USA
403,Customer_403,Australia
404,Customer_404,USA
405,Customer_405,Canada
406,Customer_406,Canada
407,Customer_407,Canada
408,Customer_408,UK
409,Customer_409,USA
410,Customer_410,Germany
411,Customer_411,India
412,Customer_412,UK
413,Customer_413,Australia
414,Customer_414,USA
415,Customer_415,USA
416,Customer_416,UK
417,Customer_417,Australia
418,Customer_418,UK
419,Customer_419,Canada
420,Customer_420,India
421,Customer_421,Australia
422,Customer_422,UK
423,Customer_423,UK
424,Customer_424,UK
425,Customer_425,Canada
426,Customer_426,India
427,Customer_427,USA
428,Customer_428,Australia
429,Customer_429,Australia
430,Customer_430,UK
431,Customer_431,USA
432,Customer_432,Canada
433,Customer_433,Canada
434,Customer_434,India
435,Customer_435,Canada
436,Customer_436,Canada
437,Customer_437,India
438,Customer_438,UK
439,Customer_439,Australia
440,Customer_440,Canada
441,Customer_441,Australia
442,Customer_442,Canada
443,Customer_443,USA
444,Customer_444,Canada
445,Customer_445,USA
446,Customer_446,UK
447,Customer_447,UK
448,Customer_448,India
449,Customer_449,Germany
450,Customer_450,UK
451,Customer_451,Australia
452,Customer_452,UK
453,Customer_453,Germany
454,Customer_454,Canada
455,Customer_455,Canada
456,Customer_456,Germany
457,Customer_457,USA
458,Customer_458,Australia
459,Customer_459,USA
460,Customer_460,India
461,Customer_461,USA
462,Customer_462,Australia
463,Customer_463,Canada
464,Customer_464,Australia
465,Customer_465,UK
466,Customer_466,India
467,Customer_467,India
468,Customer_468,India
469,Customer_469,India
470,Customer_470,Canada
471,Customer_471,Australia
472,Customer_472,Canada
473,Customer_473,India
474,Customer_474,Australia
475,Customer_475,UK
476,Customer_476,Germany
477,Customer_477,Germany
478,Customer_478,USA
479,Customer_479,USA
480,Customer_480,Canada
481,Customer_481,Germany
482,Customer_482,Canada
483,Customer_483,Australia
484,Customer_484,Australia
485,Customer_485,Australia
486,Customer_486,Canada
487,Customer_487,Canada
488,Customer_488,Canada
489,Customer_489,Germany
490,Customer_490,USA
491,Customer_491,Australia
492,Customer_492,Australia
493,Customer_493,USA
494,Customer_494,Canada
495,Customer_495,UK
496,Customer_496,USA
497,Customer_497,UK
498,Customer_498,Germany
499,Customer_499,Canada
500,Customer_500,USA
501,Customer_501,Germany
502,Customer_502,Australia
503,Customer_503,India
504,Customer_504,USA
505,Customer_505,Germany
506,Customer_506,UK
507,Customer_507,Germany
508,Customer_508,Germany
509,Customer_509,Australia
510,Customer_510,India
511,Customer_511,Australia
512,Customer_512,USA
513,Customer_513,UK
514,Customer_514,India
515,Customer_515,USA
516,Customer_516,UK
517,Customer_517,UK
518,Customer_518,Canada
519,Customer_519,India
520,Customer_520,Australia
521,Customer_521,USA
522,Customer_522,Australia
523,Customer_523,India
524,Customer_524,Australia
525,Customer_525,Germany
526,Customer_526,Canada
527,Customer_527,Australia
528,Customer_528,USA
529,Customer_529,UK
530,Customer_530,India
531,Customer_531,Canada
532,Customer_532,USA
533,Customer_533,USA
534,Customer_534,UK
535,Customer_535,Canada
536,Customer_536,Australia
537,Customer_537,Australia
538,Customer_538,Germany
539,Customer_539,Australia
540,Customer_540,USA
541,Customer_541,India
542,Customer_542,USA
543,Customer_543,USA
544,Customer_544,Australia
545,Customer_545,UK
546,Customer_546,Australia
547,Customer_547,India
548,Customer_548,Germany
549,Customer_549,Australia
550,Customer_550,UK
551,Customer_551,Australia
552,Customer_552,UK
553,Customer_553,India
554,Customer_554,UK
555,Customer_555,UK
556,Customer_556,Australia
557,Customer_557,Germany
558,Customer_558,UK
559,Customer_559,India
560,Customer_560,Germany
561,Customer_561,Germany
562,Customer_562,India
563,Customer_563,India
564,Customer_564,Canada
565,Customer_565,India
566,Customer_566,India
567,Customer_567,Canada
568,Customer_568,USA
569,Customer_569,Germany
570,Customer_570,USA
571,Customer_571,Canada
572,Customer_572,USA
573,Customer_573,Germany
574,Customer_574,UK
575,Customer_575,Canada
576,Customer_576,Canada
577,Customer_577,UK
578,Customer_578,India
579,Customer_579,Australia
580,Customer_580,Germany
581,Customer_581,Germany
582,Customer_582,Canada
583,Customer_583,USA
584,Customer_584,India
585,Customer_585,UK
586,Customer_586,USA
587,Customer_587,UK
588,Customer_588,Germany
589,Customer_589,USA
590,Customer_590,India
591,Customer_591,Germany
592,Customer_592,USA
593,Customer_593,UK
594,Customer_594,USA
595,Customer_595,Germany
596,Customer_596,Canada
597,Customer_597,Germany
598,Customer_598,Germany
599,Customer_599,Canada
600,Customer_600,Australia
601,Customer_601,USA
602,Customer_602,UK
603,Customer_603,USA
604,Customer_604,USA
605,Customer_605,Germany
606,Customer_606,UK
607,Customer_607,India
608,Customer_608,Canada
609,Customer_609,Germany
610,Customer_610,Australia
611,Customer_611,India
612,Customer_612,Australia
613,Customer_613,UK
614,Customer_614,India
615,Customer_615,Canada
616,Customer_616,USA
617,Customer_617,UK
618,Customer_618,Australia
619,Customer_619,Germany
620,Customer_620,Australia
621,Customer_621,Germany
622,Customer_622,Australia
623,Customer_623,UK
624,Customer_624,UK
625,Customer_625,Australia
626,Customer_626,USA
627,Customer_627,Canada
628,Customer_628,Australia
629,Customer_629,Australia
630,Customer_630,Canada
631,Customer_631,Australia
632,Customer_632,Australia
633,Customer_633,Australia
634,Customer_634,UK
635,Customer_635,USA
636,Customer_636,UK
637,Customer_637,Canada
638,Customer_638,Canada
639,Customer_639,India
640,Customer_640,Australia
641,Customer_641,Canada
642,Customer_642,Canada
643,Customer_643,Canada
644,Customer_644,USA
645,Customer_645,Germany
646,Customer_646,Australia
647,Customer_647,Canada
648,Customer_648,India
649,Customer_649,India
650,Customer_650,UK
651,Customer_651,India
652,Customer_652,Canada
653,Customer_653,Australia
654,Customer_654,Germany
655,Customer_655,Australia
656,Customer_656,Australia
657,Customer_657,Canada
658,Customer_658,UK
659,Customer_659,Australia
660,Customer_660,Germany
661,Customer_661,UK
662,Customer_662,India
663,Customer_663,India
664,Customer_664,Germany
665,Customer_665,India
666,Customer_666,Germany
667,Customer_667,India
668,Customer_668,Germany
669,Customer_669,India
670,Customer_670,Canada
671,Customer_671,Australia
672,Customer_672,India
673,Customer_673,USA
674,Customer_674,Canada
675,Customer_675,Australia
676,Customer_676,Australia
677,Customer_677,Germany
678,Customer_678,Australia
679,Customer_679,UK
680,Customer_680,Australia
681,Customer_681,India
682,Customer_682,UK
683,Customer_683,Australia
684,Customer_684,Canada
685,Customer_685,Canada
686,Customer_686,UK
687,Customer_687,Canada
688,Customer_688,USA
689,Customer_689,Australia
690,Customer_690,Australia
691,Customer_691,UK
692,Customer_692,USA
693,Customer_693,India
694,Customer_694,India
695,Customer_695,Germany
696,Customer_696,Australia
697,Customer_697,India
698,Customer_698,Canada
699,Customer_699,USA
700,Customer_700,Australia
701,Customer_701,Australia
702,Customer_702,Australia
703,Customer_703,Canada
704,Customer_704,Australia
705,Customer_705,USA
706,Customer_706,Canada
707,Customer_707,USA
708,Customer_708,Germany
709,Customer_709,USA
710,Customer_710,USA
711,Customer_711,USA
712,Customer_712,Australia
713,Customer_713,Canada
714,Customer_714,India
715,Customer_715,UK
716,Customer_716,Australia
717,Customer_717,USA
718,Customer_718,Australia
719,Customer_719,Australia
720,Customer_720,Germany
721,Customer_721,USA
722,Customer_722,Australia
723,Customer_723,India
724,Customer_724,Canada
725,Customer_725,Australia
726,Customer_726,Australia
727,Customer_727,Germany
728,Customer_728,Germany
729,Customer_729,India
730,Customer_730,Germany
731,Customer_731,Germany
732,Customer_732,UK
733,Customer_733,India
734,Customer_734,Australia
735,Customer_735,Canada
736,Customer_736,Australia
737,Customer_737,Germany
738,Customer_738,Australia
739,Customer_739,Australia
740,Customer_740,USA
741,Customer_741,USA
742,Customer_742,UK
743,Customer_743,Germany
744,Customer_744,Germany
745,Customer_745,Australia
746,Customer_746,Germany
747,Customer_747,UK
748,Customer_748,India
749,Customer_749,Germany
750,Customer_750,Germany
751,Customer_751,UK
752,Customer_752,India
753,Customer_753,Canada
754,Customer_754,UK
755,Customer_755,India
756,Customer_756,India
757,Customer_757,Germany
758,Customer_758,USA
759,Customer_759,Germany
760,Customer_760,Australia
761,Customer_761,Germany
762,Customer_762,UK
763,Customer_763,USA
764,Customer_764,Canada
765,Customer_765,Australia
766,Customer_766,UK
767,Customer_767,USA
768,Customer_768,USA
769,Customer_769,Canada
770,Customer_770,Australia
771,Customer_771,Australia
772,Customer_772,Australia
773,Customer_773,UK
774,Customer_774,India
775,Customer_775,Germany
776,Customer_776,Canada
777,Customer_777,Australia
778,Customer_778,Canada
779,Customer_779,India
780,Customer_780,USA
781,Customer_781,USA
782,Customer_782,USA
783,Customer_783,Germany
784,Customer_784,India
785,Customer_785,India
786,Customer_786,UK
787,Customer_787,Germany
788,Customer_788,Australia
789,Customer_789,UK
790,Customer_790,Germany
791,Customer_791,USA
792,Customer_792,Australia
793,Customer_793,Australia
794,Customer_794,UK
795,Customer_795,USA
796,Customer_796,Australia
797,Customer_797,Canada
798,Customer_798,Australia
799,Customer_799,USA
800,Customer_800,Germany
801,Customer_801,UK
802,Customer_802,Germany
803,Customer_803,Canada
804,Customer_804,India
805,Customer_805,Australia
806,Customer_806,UK
807,Customer_807,India
808,Customer_808,India
809,Customer_809,Canada
810,Customer_810,India
811,Customer_811,Canada
812,Customer_812,Germany
813,Customer_813,India
814,Customer_814,Canada
815,Customer_815,Germany
816,Customer_816,UK
817,Customer_817,Germany
818,Customer_818,USA
819,Customer_819,India
820,Customer_820,Germany
821,Customer_821,Canada
822,Customer_822,Canada
823,Customer_823,Canada
824,Customer_824,Australia
825,Customer_825,UK
826,Customer_826,Australia
827,Customer_827,Canada
828,Customer_828,Canada
829,Customer_829,Canada
830,Customer_830,Australia
831,Customer_831,Germany
832,Customer_832,UK
833,Customer_833,Australia
834,Customer_834,Canada
835,Customer_835,Germany
836,Customer_836,Canada
837,Customer_837,UK
838,Customer_838,Australia
839,Customer_839,UK
840,Customer_840,India
841,Customer_841,USA
842,Customer_842,Canada
843,Customer_843,USA
844,Customer_844,Germany
845,Customer_845,Germany
846,Customer_846,Canada
847,Customer_847,Canada
848,Customer_848,USA
849,Customer_849,UK
850,Customer_850,Germany
851,Customer_851,Australia
852,Customer_852,USA
853,Customer_853,USA
854,Customer_854,India
855,Customer_855,Australia
856,Customer_856,Canada
857,Customer_857,Australia
858,Customer_858,USA
859,Customer_859,Canada
860,Customer_860,UK
861,Customer_861,UK
862,Customer_862,USA
863,Customer_863,Canada
864,Customer_864,USA
865,Customer_865,USA
866,Customer_866,USA
867,Customer_867,UK
868,Customer_868,Canada
869,Customer_869,Australia
870,Customer_870,Australia
871,Customer_871,UK
872,Customer_872,UK
873,Customer_873,Canada
874,Customer_874,Germany
875,Customer_875,Canada
876,Customer_876,USA
877,Customer_877,Germany
878,Customer_878,Australia
879,Customer_879,Canada
880,Customer_880,Canada
881,Customer_881,Germany
882,Customer_882,Australia
883,Customer_883,Australia
884,Customer_884,Canada
885,Customer_885,Australia
886,Customer_886,India
887,Customer_887,Australia
888,Customer_888,USA
889,Customer_889,USA
890,Customer_890,Germany
891,Customer_891,UK
892,Customer_892,Australia
893,Customer_893,Australia
894,Customer_894,Canada
895,Customer_895,Germany
896,Customer_896,UK
897,Customer_897,Canada
898,Customer_898,USA
899,Customer_899,Canada
900,Customer_900,Australia
901,Customer_901,Canada
902,Customer_902,Germany
903,Customer_903,USA
904,Customer_904,India
905,Customer_905,Australia
906,Customer_906,USA
907,Customer_907,UK
908,Customer_908,Canada
909,Customer_909,Germany
910,Customer_910,Germany
911,Customer_911,USA
912,Customer_912,Canada
913,Customer_913,USA
914,Customer_914,Germany
915,Customer_915,Australia
916,Customer_916,Australia
917,Customer_917,USA
918,Customer_918,India
919,Customer_919,Germany
920,Customer_920,UK
921,Customer_921,Australia
922,Customer_922,India
923,Customer_923,India
924,Customer_924,Canada
925,Customer_925,India
926,Customer_926,UK
927,Customer_927,UK
928,Customer_928,Canada
929,Customer_929,Australia
930,Customer_930,USA
931,Customer_931,USA
932,Customer_932,India
933,Customer_933,Australia
934,Customer_934,Australia
935,Customer_935,Germany
936,Customer_936,Germany
937,Customer_937,India
938,Customer_938,UK
939,Customer_939,Canada
940,Customer_940,USA
941,Customer_941,Germany
942,Customer_942,Germany
943,Customer_943,India
944,Customer_944,Germany
945,Customer_945,USA
946,Customer_946,UK
947,Customer_947,Australia
948,Customer_948,India
949,Customer_949,USA
950,Customer_950,India
951,Customer_951,Australia
952,Customer_952,USA
953,Customer_953,Australia
954,Customer_954,Canada
955,Customer_955,UK
956,Customer_956,USA
957,Customer_957,Canada
958,Customer_958,USA
959,Customer_959,Germany
960,Customer_960,India
961,Customer_961,Canada
962,Customer_962,Canada
963,Customer_963,India
964,Customer_964,Australia
965,Customer_965,USA
966,Customer_966,USA
967,Customer_967,Canada
968,Customer_968,Canada
969,Customer_969,UK
970,Customer_970,India
971,Customer_971,UK
972,Customer_972,UK
973,Customer_973,UK
974,Customer_974,India
975,Customer_975,Australia
976,Customer_976,India
977,Customer_977,Canada
978,Customer_978,India
979,Customer_979,USA
980,Customer_980,Australia
981,Customer_981,Canada
982,Customer_982,UK
983,Customer_983,Canada
984,Customer_984,India
985,Customer_985,USA
986,Customer_986,India
987,Customer_987,USA
988,Customer_988,UK
989,Customer_989,Canada
990,Customer_990,Canada
991,Customer_991,Canada
992,Customer_992,USA
993,Customer_993,UK
994,Customer_994,USA
995,Customer_995,Canada
996,Customer_996,India
997,Customer_997,Australia
998,Customer_998,Germany
999,Customer_999,USA
1000,Customer_1000,USA
